Year,Month,Day,Hour,Minute,Second,Depth (meter),Ur Current speed (cm/s)
2002,11,29,18,0,0,2240,-2.4852E-07
2002,11,29,19,0,0,2240,-2.35876E-06
2002,11,29,20,0,0,2240,-1.10679E-05
2002,11,29,21,0,0,2240,-3.49233E-05
2002,11,29,22,0,0,2240,-8.49484E-05
2002,11,29,23,0,0,2240,-0.000172416
2002,11,30,0,0,0,2240,-0.000307015
2002,11,30,1,0,0,2240,-0.00049568
2002,11,30,2,0,0,2240,-0.000741956
2002,11,30,3,0,0,2240,-0.001043136
2002,11,30,4,0,0,2240,-0.001378495
2002,11,30,5,0,0,2240,-0.001681442
2002,11,30,6,0,0,2240,-0.001778438
2002,11,30,7,0,0,2240,-0.001271705
2002,11,30,8,0,0,2240,0.000614443
2002,11,30,9,0,0,2240,0.005154301
2002,11,30,10,0,0,2240,0.014150437
2002,11,30,11,0,0,2240,0.029850713
2002,11,30,12,0,0,2240,0.054755471
2002,11,30,13,0,0,2240,0.09135049
2002,11,30,14,0,0,2240,0.141834037
2002,11,30,15,0,0,2240,0.207898545
2002,11,30,16,0,0,2240,0.290582602
2002,11,30,17,0,0,2240,0.390177261
2002,11,30,18,0,0,2240,0.506175864
2002,11,30,19,0,0,2240,0.63727499
2002,11,30,20,0,0,2240,0.781437294
2002,11,30,21,0,0,2240,0.936012291
2002,11,30,22,0,0,2240,1.097893216
2002,11,30,23,0,0,2240,1.263677352
2002,12,1,0,0,0,2240,1.429799242
2002,12,1,1,0,0,2240,1.592624189
2002,12,1,2,0,0,2240,1.74851418
2002,12,1,3,0,0,2240,1.893894567
2002,12,1,4,0,0,2240,2.0253445
2002,12,1,5,0,0,2240,2.139709772
2002,12,1,6,0,0,2240,2.23421725
2002,12,1,7,0,0,2240,2.30657502
2002,12,1,8,0,0,2240,2.355070599
2002,12,1,9,0,0,2240,2.37870084
2002,12,1,10,0,0,2240,2.377337359
2002,12,1,11,0,0,2240,2.35187032
2002,12,1,12,0,0,2240,2.304256874
2002,12,1,13,0,0,2240,2.237441867
2002,12,1,14,0,0,2240,2.155164317
2002,12,1,15,0,0,2240,2.06168767
2002,12,1,16,0,0,2240,1.961503272
2002,12,1,17,0,0,2240,1.859054386
2002,12,1,18,0,0,2240,1.758512208
2002,12,1,19,0,0,2240,1.663619964
2002,12,1,20,0,0,2240,1.577611893
2002,12,1,21,0,0,2240,1.503202324
2002,12,1,22,0,0,2240,1.44262567
2002,12,1,23,0,0,2240,1.397701698
2002,12,2,0,0,0,2240,1.369904478
2002,12,2,1,0,0,2240,1.360416988
2002,12,2,2,0,0,2240,1.370152321
2002,12,2,3,0,0,2240,1.399726247
2002,12,2,4,0,0,2240,1.44938094
2002,12,2,5,0,0,2240,1.518881048
2002,12,2,6,0,0,2240,1.60741742
2002,12,2,7,0,0,2240,1.713548534
2002,12,2,8,0,0,2240,1.835193447
2002,12,2,9,0,0,2240,1.969679011
2002,12,2,10,0,0,2240,2.113837434
2002,12,2,11,0,0,2240,2.264143865
2002,12,2,12,0,0,2240,2.416879191
2002,12,2,13,0,0,2240,2.568298298
2002,12,2,14,0,0,2240,2.714779406
2002,12,2,15,0,0,2240,2.852932803
2002,12,2,16,0,0,2240,2.979658353
2002,12,2,17,0,0,2240,3.092157153
2002,12,2,18,0,0,2240,3.187924664
2002,12,2,19,0,0,2240,3.264776779
2002,12,2,20,0,0,2240,3.320961257
2002,12,2,21,0,0,2240,3.355358649
2002,12,2,22,0,0,2240,3.367710732
2002,12,2,23,0,0,2240,3.358793466
2002,12,3,0,0,0,2240,3.330476728
2002,12,3,1,0,0,2240,3.285643046
2002,12,3,2,0,0,2240,3.227965341
2002,12,3,3,0,0,2240,3.161574542
2002,12,3,4,0,0,2240,3.090666208
2002,12,3,5,0,0,2240,3.019103165
2002,12,3,6,0,0,2240,2.950082581
2002,12,3,7,0,0,2240,2.88592676
2002,12,3,8,0,0,2240,2.828009033
2002,12,3,9,0,0,2240,2.776782025
2002,12,3,10,0,0,2240,2.731870703
2002,12,3,11,0,0,2240,2.692214358
2002,12,3,12,0,0,2240,2.656273674
2002,12,3,13,0,0,2240,2.622321589
2002,12,3,14,0,0,2240,2.588777081
2002,12,3,15,0,0,2240,2.554488118
2002,12,3,16,0,0,2240,2.518895396
2002,12,3,17,0,0,2240,2.482069826
2002,12,3,18,0,0,2240,2.444650186
2002,12,3,19,0,0,2240,2.407714223
2002,12,3,20,0,0,2240,2.372621598
2002,12,3,21,0,0,2240,2.340870102
2002,12,3,22,0,0,2240,2.313996568
2002,12,3,23,0,0,2240,2.293532337
2002,12,4,0,0,0,2240,2.280997551
2002,12,4,1,0,0,2240,2.277902113
2002,12,4,2,0,0,2240,2.285721343
2002,12,4,3,0,0,2240,2.305821671
2002,12,4,4,0,0,2240,2.339322123
2002,12,4,5,0,0,2240,2.386897094
2002,12,4,6,0,0,2240,2.44855808
2002,12,4,7,0,0,2240,2.523480883
2002,12,4,8,0,0,2240,2.609941127
2002,12,4,9,0,0,2240,2.705396469
2002,12,4,10,0,0,2240,2.806727106
2002,12,4,11,0,0,2240,2.910596717
2002,12,4,12,0,0,2240,3.013849023
2002,12,4,13,0,0,2240,3.113857913
2002,12,4,14,0,0,2240,3.208776347
2002,12,4,15,0,0,2240,3.297653338
2002,12,4,16,0,0,2240,3.380420456
2002,12,4,17,0,0,2240,3.457773392
2002,12,4,18,0,0,2240,3.530971221
2002,12,4,19,0,0,2240,3.601576896
2002,12,4,20,0,0,2240,3.67118665
2002,12,4,21,0,0,2240,3.741208627
2002,12,4,22,0,0,2240,3.812728166
2002,12,4,23,0,0,2240,3.88646128
2002,12,5,0,0,0,2240,3.962776676
2002,12,5,1,0,0,2240,4.041757001
2002,12,5,2,0,0,2240,4.123260228
2002,12,5,3,0,0,2240,4.206943026
2002,12,5,4,0,0,2240,4.292225764
2002,12,5,5,0,0,2240,4.378199386
2002,12,5,6,0,0,2240,4.463500638
2002,12,5,7,0,0,2240,4.546213664
2002,12,5,8,0,0,2240,4.623852664
2002,12,5,9,0,0,2240,4.693435546
2002,12,5,10,0,0,2240,4.751627693
2002,12,5,11,0,0,2240,4.79494598
